Query Rank Precision Recall
3 86 0.0 0.0
3 87 0.0 0.0
3 88 0.0 0.0
3 89 0.0 0.0
3 90 0.0 0.0
3 91 0.0 0.0
3 92 0.0 0.0
3 93 0.0 0.0
3 94 0.0 0.0
3 95 0.0 0.0
3 96 0.0 0.0
3 97 0.0 0.0
3 98 0.0 0.0
3 99 0.0 0.0
3 100 0.0 0.0
59 1 1.0 0.0232558139535
59 2 1.0 0.046511627907
59 3 1.0 0.0697674418605
59 4 1.0 0.093023255814
59 5 1.0 0.116279069767
59 6 1.0 0.139534883721
59 7 1.0 0.162790697674
59 8 1.0 0.186046511628
59 9 1.0 0.209302325581
59 10 1.0 0.232558139535
59 11 0.909090909091 0.232558139535
59 12 0.833333333333 0.232558139535
59 13 0.769230769231 0.232558139535
59 14 0.714285714286 0.232558139535
59 15 0.666666666667 0.232558139535
59 16 0.6875 0.255813953488
59 17 0.705882352941 0.279069767442
59 18 0.722222222222 0.302325581395
59 19 0.736842105263 0.325581395349
59 20 0.75 0.348837209302
59 21 0.714285714286 0.348837209302
59 22 0.681818181818 0.348837209302
59 23 0.652173913043 0.348837209302
59 24 0.625 0.348837209302
59 25 0.6 0.348837209302
59 26 0.576923076923 0.348837209302
59 27 0.555555555556 0.348837209302
59 28 0.535714285714 0.348837209302
59 29 0.51724137931 0.348837209302
59 30 0.5 0.348837209302
59 31 0.483870967742 0.348837209302
59 32 0.46875 0.348837209302
59 33 0.454545454545 0.348837209302
59 34 0.441176470588 0.348837209302
59 35 0.428571428571 0.348837209302
59 36 0.444444444444 0.372093023256
59 37 0.459459459459 0.395348837209
59 38 0.473684210526 0.418604651163
59 39 0.487179487179 0.441860465116
59 40 0.5 0.46511627907
59 41 0.487804878049 0.46511627907
59 42 0.47619047619 0.46511627907
59 43 0.46511627907 0.46511627907
59 44 0.454545454545 0.46511627907
59 45 0.444444444444 0.46511627907
59 46 0.434782608696 0.46511627907
59 47 0.425531914894 0.46511627907
59 48 0.416666666667 0.46511627907
59 49 0.408163265306 0.46511627907
59 50 0.4 0.46511627907
59 51 0.392156862745 0.46511627907
59 52 0.384615384615 0.46511627907
59 53 0.377358490566 0.46511627907
59 54 0.37037037037 0.46511627907
59 55 0.363636363636 0.46511627907
59 56 0.357142857143 0.46511627907
59 57 0.350877192982 0.46511627907
59 58 0.344827586207 0.46511627907
59 59 0.338983050847 0.46511627907
59 60 0.333333333333 0.46511627907
59 61 0.327868852459 0.46511627907
59 62 0.322580645161 0.46511627907
59 63 0.31746031746 0.46511627907
59 64 0.3125 0.46511627907
59 65 0.307692307692 0.46511627907
59 66 0.30303030303 0.46511627907
59 67 0.298507462687 0.46511627907
59 68 0.294117647059 0.46511627907
59 69 0.289855072464 0.46511627907
59 70 0.285714285714 0.46511627907
59 71 0.281690140845 0.46511627907
59 72 0.277777777778 0.46511627907
59 73 0.27397260274 0.46511627907
59 74 0.27027027027 0.46511627907
59 75 0.266666666667 0.46511627907
59 76 0.263157894737 0.46511627907
59 77 0.25974025974 0.46511627907
59 78 0.25641025641 0.46511627907
59 79 0.253164556962 0.46511627907
59 80 0.25 0.46511627907
59 81 0.246913580247 0.46511627907
59 82 0.243902439024 0.46511627907
59 83 0.240963855422 0.46511627907
59 84 0.238095238095 0.46511627907
59 85 0.235294117647 0.46511627907
59 86 0.232558139535 0.46511627907
59 87 0.229885057471 0.46511627907
59 88 0.227272727273 0.46511627907
59 89 0.224719101124 0.46511627907
59 90 0.222222222222 0.46511627907
59 91 0.230769230769 0.488372093023
59 92 0.239130434783 0.511627906977
59 93 0.247311827957 0.53488372093
59 94 0.255319148936 0.558139534884
59 95 0.263157894737 0.581395348837
59 96 0.260416666667 0.581395348837
59 97 0.257731958763 0.581395348837
59 98 0.255102040816 0.581395348837
59 99 0.252525252525 0.581395348837
59 100 0.25 0.581395348837
58 1 1.0 0.0333333333333
58 2 1.0 0.0666666666667
58 3 1.0 0.1
58 4 1.0 0.133333333333
58 5 1.0 0.166666666667
58 6 1.0 0.2
58 7 1.0 0.233333333333
58 8 1.0 0.266666666667
58 9 1.0 0.3
58 10 1.0 0.333333333333
58 11 1.0 0.366666666667
58 12 1.0 0.4
58 13 1.0 0.433333333333
58 14 1.0 0.466666666667
58 15 1.0 0.5
58 16 0.9375 0.5
58 17 0.882352941176 0.5
58 18 0.833333333333 0.5
58 19 0.789473684211 0.5
58 20 0.75 0.5
58 21 0.714285714286 0.5
58 22 0.681818181818 0.5
58 23 0.652173913043 0.5
58 24 0.625 0.5
58 25 0.6 0.5
58 26 0.576923076923 0.5
58 27 0.555555555556 0.5
58 28 0.535714285714 0.5
58 29 0.51724137931 0.5
58 30 0.5 0.5
58 31 0.483870967742 0.5
58 32 0.46875 0.5
58 33 0.454545454545 0.5
58 34 0.441176470588 0.5
58 35 0.428571428571 0.5
58 36 0.416666666667 0.5
58 37 0.405405405405 0.5
58 38 0.394736842105 0.5
58 39 0.384615384615 0.5
58 40 0.375 0.5
58 41 0.365853658537 0.5
58 42 0.357142857143 0.5
58 43 0.348837209302 0.5
58 44 0.340909090909 0.5
58 45 0.333333333333 0.5
58 46 0.347826086957 0.533333333333
58 47 0.36170212766 0.566666666667
58 48 0.375 0.6
58 49 0.387755102041 0.633333333333
58 50 0.4 0.666666666667
58 51 0.392156862745 0.666666666667
58 52 0.384615384615 0.666666666667
58 53 0.377358490566 0.666666666667
58 54 0.37037037037 0.666666666667
58 55 0.363636363636 0.666666666667
58 56 0.375 0.7
58 57 0.385964912281 0.733333333333
58 58 0.396551724138 0.766666666667
58 59 0.406779661017 0.8
58 60 0.416666666667 0.833333333333
58 61 0.409836065574 0.833333333333
58 62 0.403225806452 0.833333333333
58 63 0.396825396825 0.833333333333
58 64 0.390625 0.833333333333
58 65 0.384615384615 0.833333333333
58 66 0.378787878788 0.833333333333
58 67 0.373134328358 0.833333333333
58 68 0.367647058824 0.833333333333
58 69 0.36231884058 0.833333333333
58 70 0.357142857143 0.833333333333
58 71 0.352112676056 0.833333333333
58 72 0.347222222222 0.833333333333
58 73 0.342465753425 0.833333333333
58 74 0.337837837838 0.833333333333
58 75 0.333333333333 0.833333333333
58 76 0.328947368421 0.833333333333
58 77 0.324675324675 0.833333333333
58 78 0.320512820513 0.833333333333
58 79 0.316455696203 0.833333333333
58 80 0.3125 0.833333333333
58 81 0.320987654321 0.866666666667
58 82 0.329268292683 0.9
58 83 0.33734939759 0.933333333333
58 84 0.345238095238 0.966666666667
58 85 0.352941176471 1.0
58 86 0.360465116279 1.03333333333
58 87 0.367816091954 1.06666666667
58 88 0.375 1.1
58 89 0.38202247191 1.13333333333
58 90 0.388888888889 1.16666666667
58 91 0.384615384615 1.16666666667
58 92 0.380434782609 1.16666666667
58 93 0.376344086022 1.16666666667
58 94 0.372340425532 1.16666666667
58 95 0.368421052632 1.16666666667
58 96 0.364583333333 1.16666666667
58 97 0.360824742268 1.16666666667
58 98 0.357142857143 1.16666666667
58 99 0.353535353535 1.16666666667
58 100 0.35 1.16666666667
64 1 1.0 1.0
64 2 1.0 2.0
64 3 1.0 3.0
64 4 1.0 4.0
64 5 1.0 5.0
64 6 0.833333333333 5.0
64 7 0.714285714286 5.0
64 8 0.625 5.0
64 9 0.555555555556 5.0
64 10 0.5 5.0
64 11 0.454545454545 5.0
64 12 0.416666666667 5.0
64 13 0.384615384615 5.0
64 14 0.357142857143 5.0
64 15 0.333333333333 5.0
64 16 0.3125 5.0
64 17 0.294117647059 5.0
64 18 0.277777777778 5.0
64 19 0.263157894737 5.0
64 20 0.25 5.0
64 21 0.238095238095 5.0
64 22 0.227272727273 5.0
64 23 0.217391304348 5.0
64 24 0.208333333333 5.0
64 25 0.2 5.0
64 26 0.192307692308 5.0
64 27 0.185185185185 5.0
64 28 0.178571428571 5.0
64 29 0.172413793103 5.0
64 30 0.166666666667 5.0
64 31 0.161290322581 5.0
64 32 0.15625 5.0
64 33 0.151515151515 5.0
64 34 0.147058823529 5.0
64 35 0.142857142857 5.0
64 36 0.138888888889 5.0
64 37 0.135135135135 5.0
64 38 0.131578947368 5.0
64 39 0.128205128205 5.0
64 40 0.125 5.0
64 41 0.121951219512 5.0
64 42 0.119047619048 5.0
64 43 0.116279069767 5.0
64 44 0.113636363636 5.0
64 45 0.111111111111 5.0
64 46 0.108695652174 5.0
64 47 0.106382978723 5.0
64 48 0.104166666667 5.0
64 49 0.102040816327 5.0
64 50 0.1 5.0
64 51 0.0980392156863 5.0
64 52 0.0961538461538 5.0
64 53 0.0943396226415 5.0
64 54 0.0925925925926 5.0
64 55 0.0909090909091 5.0
64 56 0.0892857142857 5.0
64 57 0.0877192982456 5.0
64 58 0.0862068965517 5.0
64 59 0.0847457627119 5.0
64 60 0.0833333333333 5.0
64 61 0.0819672131148 5.0
64 62 0.0806451612903 5.0
64 63 0.0793650793651 5.0
64 64 0.078125 5.0
64 65 0.0769230769231 5.0
64 66 0.0757575757576 5.0
64 67 0.0746268656716 5.0
64 68 0.0735294117647 5.0
64 69 0.0724637681159 5.0
64 70 0.0714285714286 5.0
64 71 0.0704225352113 5.0
64 72 0.0694444444444 5.0
64 73 0.0684931506849 5.0
64 74 0.0675675675676 5.0
64 75 0.0666666666667 5.0
64 76 0.0657894736842 5.0
64 77 0.0649350649351 5.0
64 78 0.0641025641026 5.0
64 79 0.0632911392405 5.0
64 80 0.0625 5.0
64 81 0.0617283950617 5.0
64 82 0.0609756097561 5.0
64 83 0.0602409638554 5.0
64 84 0.0595238095238 5.0
64 85 0.0588235294118 5.0
64 86 0.0581395348837 5.0
64 87 0.0574712643678 5.0
64 88 0.0568181818182 5.0
64 89 0.0561797752809 5.0
64 90 0.0555555555556 5.0
64 91 0.0549450549451 5.0
64 92 0.054347826087 5.0
64 93 0.0537634408602 5.0
64 94 0.0531914893617 5.0
64 95 0.0526315789474 5.0
64 96 0.0520833333333 5.0
64 97 0.0515463917526 5.0
64 98 0.0510204081633 5.0
64 99 0.0505050505051 5.0
64 100 0.05 5.0
2 1 1.0 0.333333333333
2 2 1.0 0.666666666667
2 3 1.0 1.0
2 4 1.0 1.33333333333
2 5 1.0 1.66666666667
2 6 1.0 2.0
2 7 1.0 2.33333333333
2 8 1.0 2.66666666667
2 9 1.0 3.0
2 10 1.0 3.33333333333
2 11 0.909090909091 3.33333333333
2 12 0.833333333333 3.33333333333
2 13 0.769230769231 3.33333333333
2 14 0.714285714286 3.33333333333
2 15 0.666666666667 3.33333333333
2 16 0.6875 3.66666666667
2 17 0.705882352941 4.0
2 18 0.722222222222 4.33333333333
2 19 0.736842105263 4.66666666667
2 20 0.75 5.0
2 21 0.714285714286 5.0
2 22 0.681818181818 5.0
2 23 0.652173913043 5.0
2 24 0.625 5.0
2 25 0.6 5.0
2 26 0.576923076923 5.0
2 27 0.555555555556 5.0
2 28 0.535714285714 5.0
2 29 0.51724137931 5.0
2 30 0.5 5.0
2 31 0.483870967742 5.0
2 32 0.46875 5.0
2 33 0.454545454545 5.0
2 34 0.441176470588 5.0
2 35 0.428571428571 5.0
2 36 0.416666666667 5.0
2 37 0.405405405405 5.0
2 38 0.394736842105 5.0
2 39 0.384615384615 5.0
2 40 0.375 5.0
2 41 0.365853658537 5.0
2 42 0.357142857143 5.0
2 43 0.348837209302 5.0
2 44 0.340909090909 5.0
2 45 0.333333333333 5.0
2 46 0.326086956522 5.0
2 47 0.31914893617 5.0
2 48 0.3125 5.0
2 49 0.30612244898 5.0
2 50 0.3 5.0
2 51 0.294117647059 5.0
2 52 0.288461538462 5.0
2 53 0.283018867925 5.0
2 54 0.277777777778 5.0
2 55 0.272727272727 5.0
2 56 0.267857142857 5.0
2 57 0.263157894737 5.0
2 58 0.258620689655 5.0
2 59 0.254237288136 5.0
2 60 0.25 5.0
2 61 0.245901639344 5.0
2 62 0.241935483871 5.0
2 63 0.238095238095 5.0
2 64 0.234375 5.0
2 65 0.230769230769 5.0
2 66 0.227272727273 5.0
2 67 0.223880597015 5.0
2 68 0.220588235294 5.0
2 69 0.217391304348 5.0
2 70 0.214285714286 5.0
2 71 0.211267605634 5.0
2 72 0.208333333333 5.0
2 73 0.205479452055 5.0
2 74 0.202702702703 5.0
2 75 0.2 5.0
2 76 0.197368421053 5.0
2 77 0.194805194805 5.0
2 78 0.192307692308 5.0
2 79 0.189873417722 5.0
2 80 0.1875 5.0
2 81 0.185185185185 5.0
2 82 0.182926829268 5.0
2 83 0.180722891566 5.0
2 84 0.178571428571 5.0
2 85 0.176470588235 5.0
2 86 0.174418604651 5.0
2 87 0.172413793103 5.0
2 88 0.170454545455 5.0
2 89 0.168539325843 5.0
2 90 0.166666666667 5.0
2 91 0.164835164835 5.0
2 92 0.163043478261 5.0
2 93 0.161290322581 5.0
2 94 0.159574468085 5.0
2 95 0.157894736842 5.0
2 96 0.15625 5.0
2 97 0.154639175258 5.0
2 98 0.15306122449 5.0
2 99 0.151515151515 5.0
2 100 0.15 5.0
1 1 0.0 0.0
1 2 0.0 0.0
1 3 0.0 0.0
1 4 0.0 0.0
1 5 0.0 0.0
1 6 0.0 0.0
1 7 0.0 0.0
1 8 0.0 0.0
1 9 0.0 0.0
1 10 0.0 0.0
1 11 0.0 0.0
1 12 0.0 0.0
1 13 0.0 0.0
1 14 0.0 0.0
1 15 0.0 0.0
1 16 0.0625 0.2
1 17 0.117647058824 0.4
1 18 0.166666666667 0.6
1 19 0.210526315789 0.8
1 20 0.25 1.0
1 21 0.238095238095 1.0
1 22 0.227272727273 1.0
1 23 0.217391304348 1.0
1 24 0.208333333333 1.0
1 25 0.2 1.0
1 26 0.192307692308 1.0
1 27 0.185185185185 1.0
1 28 0.178571428571 1.0
1 29 0.172413793103 1.0
1 30 0.166666666667 1.0
1 31 0.161290322581 1.0
1 32 0.15625 1.0
1 33 0.151515151515 1.0
1 34 0.147058823529 1.0
1 35 0.142857142857 1.0
1 36 0.138888888889 1.0
1 37 0.135135135135 1.0
1 38 0.131578947368 1.0
1 39 0.128205128205 1.0
1 40 0.125 1.0
1 41 0.121951219512 1.0
1 42 0.119047619048 1.0
1 43 0.116279069767 1.0
1 44 0.113636363636 1.0
1 45 0.111111111111 1.0
1 46 0.130434782609 1.2
1 47 0.148936170213 1.4
1 48 0.166666666667 1.6
1 49 0.183673469388 1.8
1 50 0.2 2.0
1 51 0.196078431373 2.0
1 52 0.192307692308 2.0
1 53 0.188679245283 2.0
1 54 0.185185185185 2.0
1 55 0.181818181818 2.0
1 56 0.178571428571 2.0
1 57 0.175438596491 2.0
1 58 0.172413793103 2.0
1 59 0.169491525424 2.0
1 60 0.166666666667 2.0
1 61 0.16393442623 2.0
1 62 0.161290322581 2.0
1 63 0.15873015873 2.0
1 64 0.15625 2.0
1 65 0.153846153846 2.0
1 66 0.151515151515 2.0
1 67 0.149253731343 2.0
1 68 0.147058823529 2.0
1 69 0.144927536232 2.0
1 70 0.142857142857 2.0
1 71 0.140845070423 2.0
1 72 0.138888888889 2.0
1 73 0.13698630137 2.0
1 74 0.135135135135 2.0
1 75 0.133333333333 2.0
1 76 0.131578947368 2.0
1 77 0.12987012987 2.0
1 78 0.128205128205 2.0
1 79 0.126582278481 2.0
1 80 0.125 2.0
1 81 0.123456790123 2.0
1 82 0.121951219512 2.0
1 83 0.120481927711 2.0
1 84 0.119047619048 2.0
1 85 0.117647058824 2.0
1 86 0.116279069767 2.0
1 87 0.114942528736 2.0
1 88 0.113636363636 2.0
1 89 0.112359550562 2.0
1 90 0.111111111111 2.0
1 91 0.10989010989 2.0
1 92 0.108695652174 2.0
1 93 0.10752688172 2.0
1 94 0.106382978723 2.0
1 95 0.105263157895 2.0
1 96 0.104166666667 2.0
1 97 0.103092783505 2.0
1 98 0.102040816327 2.0
1 99 0.10101010101 2.0
1 100 0.1 2.0
63 1 1.0 0.0833333333333
63 2 1.0 0.166666666667
63 3 1.0 0.25
63 4 1.0 0.333333333333
63 5 1.0 0.416666666667
63 6 1.0 0.5
63 7 1.0 0.583333333333
63 8 1.0 0.666666666667
63 9 1.0 0.75
63 10 1.0 0.833333333333
63 11 1.0 0.916666666667
63 12 1.0 1.0
63 13 1.0 1.08333333333
63 14 1.0 1.16666666667
63 15 1.0 1.25
63 16 1.0 1.33333333333
63 17 1.0 1.41666666667
63 18 1.0 1.5
63 19 1.0 1.58333333333
63 20 1.0 1.66666666667
63 21 0.952380952381 1.66666666667
63 22 0.909090909091 1.66666666667
63 23 0.869565217391 1.66666666667
63 24 0.833333333333 1.66666666667
63 25 0.8 1.66666666667
63 26 0.769230769231 1.66666666667
63 27 0.740740740741 1.66666666667
63 28 0.714285714286 1.66666666667
63 29 0.689655172414 1.66666666667
63 30 0.666666666667 1.66666666667
63 31 0.677419354839 1.75
63 32 0.6875 1.83333333333
63 33 0.69696969697 1.91666666667
63 34 0.705882352941 2.0
63 35 0.714285714286 2.08333333333
63 36 0.694444444444 2.08333333333
63 37 0.675675675676 2.08333333333
63 38 0.657894736842 2.08333333333
63 39 0.641025641026 2.08333333333
63 40 0.625 2.08333333333
63 41 0.609756097561 2.08333333333
63 42 0.595238095238 2.08333333333
63 43 0.581395348837 2.08333333333
63 44 0.568181818182 2.08333333333
63 45 0.555555555556 2.08333333333
63 46 0.54347826087 2.08333333333
63 47 0.531914893617 2.08333333333
63 48 0.520833333333 2.08333333333
63 49 0.510204081633 2.08333333333
63 50 0.5 2.08333333333
63 51 0.490196078431 2.08333333333
63 52 0.5 2.16666666667
63 53 0.490566037736 2.16666666667
63 54 0.5 2.25
63 55 0.490909090909 2.25
63 56 0.5 2.33333333333
63 57 0.491228070175 2.33333333333
63 58 0.5 2.41666666667
63 59 0.491525423729 2.41666666667
63 60 0.5 2.5
63 61 0.508196721311 2.58333333333
63 62 0.516129032258 2.66666666667
63 63 0.52380952381 2.75
63 64 0.53125 2.83333333333
63 65 0.538461538462 2.91666666667
63 66 0.530303030303 2.91666666667
63 67 0.522388059701 2.91666666667
63 68 0.514705882353 2.91666666667
63 69 0.507246376812 2.91666666667
63 70 0.5 2.91666666667
63 71 0.492957746479 2.91666666667
63 72 0.486111111111 2.91666666667
63 73 0.479452054795 2.91666666667
63 74 0.472972972973 2.91666666667
63 75 0.466666666667 2.91666666667
63 76 0.460526315789 2.91666666667
63 77 0.454545454545 2.91666666667
63 78 0.448717948718 2.91666666667
63 79 0.443037974684 2.91666666667
63 80 0.4375 2.91666666667
63 81 0.432098765432 2.91666666667
63 82 0.426829268293 2.91666666667
63 83 0.421686746988 2.91666666667
63 84 0.416666666667 2.91666666667
63 85 0.411764705882 2.91666666667
63 86 0.418604651163 3.0
63 87 0.425287356322 3.08333333333
63 88 0.431818181818 3.16666666667
63 89 0.438202247191 3.25
63 90 0.444444444444 3.33333333333
63 91 0.43956043956 3.33333333333
63 92 0.434782608696 3.33333333333
63 93 0.430107526882 3.33333333333
63 94 0.425531914894 3.33333333333
63 95 0.421052631579 3.33333333333
63 96 0.416666666667 3.33333333333
63 97 0.412371134021 3.33333333333
63 98 0.408163265306 3.33333333333
63 99 0.40404040404 3.33333333333
63 100 0.4 3.33333333333
5 1 0.0 0.0
5 2 0.0 0.0
5 3 0.0 0.0
5 4 0.0 0.0
5 5 0.0 0.0
5 6 0.166666666667 0.125
5 7 0.285714285714 0.25
5 8 0.375 0.375
5 9 0.444444444444 0.5
5 10 0.5 0.625
5 11 0.454545454545 0.625
5 12 0.416666666667 0.625
5 13 0.384615384615 0.625
5 14 0.357142857143 0.625
5 15 0.333333333333 0.625
5 16 0.3125 0.625
5 17 0.294117647059 0.625
5 18 0.277777777778 0.625
5 19 0.263157894737 0.625
5 20 0.25 0.625
5 21 0.238095238095 0.625
5 22 0.227272727273 0.625
5 23 0.217391304348 0.625
5 24 0.208333333333 0.625
5 25 0.2 0.625
5 26 0.192307692308 0.625
5 27 0.185185185185 0.625
5 28 0.178571428571 0.625
5 29 0.172413793103 0.625
5 30 0.166666666667 0.625
5 31 0.193548387097 0.75
5 32 0.21875 0.875
5 33 0.242424242424 1.0
5 34 0.264705882353 1.125
5 35 0.285714285714 1.25
5 36 0.277777777778 1.25
5 37 0.27027027027 1.25
5 38 0.263157894737 1.25
5 39 0.25641025641 1.25
5 40 0.25 1.25
5 41 0.243902439024 1.25
5 42 0.238095238095 1.25
5 43 0.232558139535 1.25
5 44 0.227272727273 1.25
5 45 0.222222222222 1.25
5 46 0.217391304348 1.25
5 47 0.212765957447 1.25
5 48 0.208333333333 1.25
5 49 0.204081632653 1.25
5 50 0.2 1.25
5 51 0.196078431373 1.25
5 52 0.192307692308 1.25
5 53 0.188679245283 1.25
5 54 0.185185185185 1.25
5 55 0.181818181818 1.25
5 56 0.178571428571 1.25
5 57 0.175438596491 1.25
5 58 0.172413793103 1.25
5 59 0.169491525424 1.25
5 60 0.166666666667 1.25
5 61 0.16393442623 1.25
5 62 0.161290322581 1.25
5 63 0.15873015873 1.25
5 64 0.15625 1.25
5 65 0.153846153846 1.25
5 66 0.151515151515 1.25
5 67 0.149253731343 1.25
5 68 0.147058823529 1.25
5 69 0.144927536232 1.25
5 70 0.142857142857 1.25
5 71 0.140845070423 1.25
5 72 0.138888888889 1.25
5 73 0.13698630137 1.25
5 74 0.135135135135 1.25
5 75 0.133333333333 1.25
5 76 0.131578947368 1.25
5 77 0.12987012987 1.25
5 78 0.128205128205 1.25
5 79 0.126582278481 1.25
5 80 0.125 1.25
5 81 0.123456790123 1.25
5 82 0.121951219512 1.25
5 83 0.120481927711 1.25
5 84 0.119047619048 1.25
5 85 0.117647058824 1.25
5 86 0.116279069767 1.25
5 87 0.114942528736 1.25
5 88 0.113636363636 1.25
5 89 0.112359550562 1.25
5 90 0.111111111111 1.25
5 91 0.10989010989 1.25
5 92 0.108695652174 1.25
5 93 0.10752688172 1.25
5 94 0.106382978723 1.25
5 95 0.105263157895 1.25
5 96 0.104166666667 1.25
5 97 0.103092783505 1.25
5 98 0.102040816327 1.25
5 99 0.10101010101 1.25
5 100 0.1 1.25
4 1 1.0 0.0833333333333
4 2 1.0 0.166666666667
4 3 1.0 0.25
4 4 1.0 0.333333333333
4 5 1.0 0.416666666667
4 6 1.0 0.5
4 7 1.0 0.583333333333
4 8 1.0 0.666666666667
4 9 1.0 0.75
4 10 1.0 0.833333333333
4 11 0.909090909091 0.833333333333
4 12 0.833333333333 0.833333333333
4 13 0.769230769231 0.833333333333
4 14 0.714285714286 0.833333333333
4 15 0.666666666667 0.833333333333
4 16 0.625 0.833333333333
4 17 0.588235294118 0.833333333333
4 18 0.555555555556 0.833333333333
4 19 0.526315789474 0.833333333333
4 20 0.5 0.833333333333
4 21 0.47619047619 0.833333333333
4 22 0.454545454545 0.833333333333
4 23 0.434782608696 0.833333333333
4 24 0.416666666667 0.833333333333
4 25 0.4 0.833333333333
4 26 0.384615384615 0.833333333333
4 27 0.37037037037 0.833333333333
4 28 0.357142857143 0.833333333333
4 29 0.344827586207 0.833333333333
4 30 0.333333333333 0.833333333333
4 31 0.322580645161 0.833333333333
4 32 0.3125 0.833333333333
4 33 0.30303030303 0.833333333333
4 34 0.294117647059 0.833333333333
4 35 0.285714285714 0.833333333333
4 36 0.277777777778 0.833333333333
4 37 0.27027027027 0.833333333333
4 38 0.263157894737 0.833333333333
4 39 0.25641025641 0.833333333333
4 40 0.25 0.833333333333
4 41 0.243902439024 0.833333333333
4 42 0.238095238095 0.833333333333
4 43 0.232558139535 0.833333333333
4 44 0.227272727273 0.833333333333
4 45 0.222222222222 0.833333333333
4 46 0.217391304348 0.833333333333
4 47 0.212765957447 0.833333333333
4 48 0.208333333333 0.833333333333
4 49 0.204081632653 0.833333333333
4 50 0.2 0.833333333333
4 51 0.196078431373 0.833333333333
4 52 0.192307692308 0.833333333333
4 53 0.188679245283 0.833333333333
4 54 0.185185185185 0.833333333333
4 55 0.181818181818 0.833333333333
4 56 0.178571428571 0.833333333333
4 57 0.175438596491 0.833333333333
4 58 0.172413793103 0.833333333333
4 59 0.169491525424 0.833333333333
4 60 0.166666666667 0.833333333333
4 61 0.16393442623 0.833333333333
4 62 0.161290322581 0.833333333333
4 63 0.15873015873 0.833333333333
4 64 0.15625 0.833333333333
4 65 0.153846153846 0.833333333333
4 66 0.151515151515 0.833333333333
4 67 0.149253731343 0.833333333333
4 68 0.147058823529 0.833333333333
4 69 0.144927536232 0.833333333333
4 70 0.142857142857 0.833333333333
4 71 0.140845070423 0.833333333333
4 72 0.138888888889 0.833333333333
4 73 0.13698630137 0.833333333333
4 74 0.135135135135 0.833333333333
4 75 0.133333333333 0.833333333333
4 76 0.131578947368 0.833333333333
4 77 0.12987012987 0.833333333333
4 78 0.128205128205 0.833333333333
4 79 0.126582278481 0.833333333333
4 80 0.125 0.833333333333
4 81 0.123456790123 0.833333333333
4 82 0.121951219512 0.833333333333
4 83 0.120481927711 0.833333333333
4 84 0.119047619048 0.833333333333
4 85 0.117647058824 0.833333333333
4 86 0.116279069767 0.833333333333
4 87 0.114942528736 0.833333333333
4 88 0.113636363636 0.833333333333
4 89 0.112359550562 0.833333333333
4 90 0.111111111111 0.833333333333
4 91 0.10989010989 0.833333333333
4 92 0.108695652174 0.833333333333
4 93 0.10752688172 0.833333333333
4 94 0.106382978723 0.833333333333
4 95 0.105263157895 0.833333333333
4 96 0.104166666667 0.833333333333
4 97 0.103092783505 0.833333333333
4 98 0.102040816327 0.833333333333
4 99 0.10101010101 0.833333333333
4 100 0.1 0.833333333333
62 1 0.0 0.0
62 2 0.0 0.0
62 3 0.0 0.0
62 4 0.0 0.0
62 5 0.0 0.0
62 6 0.0 0.0
62 7 0.0 0.0
62 8 0.0 0.0
62 9 0.0 0.0
62 10 0.0 0.0
62 11 0.0 0.0
62 12 0.0 0.0
62 13 0.0 0.0
62 14 0.0 0.0
